sample_id	pma	empo_1	empo_2	empo_3	latitude	taxon_id	elevation	env_biome	longitude	description	env_feature	env_package	sample_type	env_material	geo_loc_name	dna_extracted	cheese_outcome	latitude_units	elevation_units	longitude_units	scientific_name	inoculum_species	collection_device	collection_timestamp	physical_specimen_location	physical_specimen_remaining	qiita_study_id
12366.2026	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Raw_milk	research facility	misc environment	Raw_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2029	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2030	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2033	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2034	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2037	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2038	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_milk	research facility	misc environment	HTST_milk	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2041	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-08	UC Davis	FALSE	12366
12366.2042	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-08	UC Davis	FALSE	12366
12366.2045	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2046	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2049	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2050	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2053	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2054	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2057	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2058	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	Cheese_0D	research facility	misc environment	Cheese_0D	cheese product	USA:CA:Davis	TRUE	no_slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-07	UC Davis	FALSE	12366
12366.2061	Y	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
12366.2062	N	free-living	Non-saline	Surface (non-saline)	38.545	870726	16	urban biome	-121.741	HTST_feed	research facility	misc environment	HTST_feed	cheese product	USA:CA:Davis	TRUE	slits	Decimal degrees	meters	Decimal degrees	food metagenome	not applicable	centrifuge_tube	2015-07-15	UC Davis	FALSE	12366
